"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1988-12","Dec-1988","IDX","Index","0","units","2010_100","2010=100",32.89824,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-01","Jan-1989","IDX","Index","0","units","2010_100","2010=100",33.19441,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-02","Feb-1989","IDX","Index","0","units","2010_100","2010=100",33.40301,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-03","Mar-1989","IDX","Index","0","units","2010_100","2010=100",33.59302,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-04","Apr-1989","IDX","Index","0","units","2010_100","2010=100",33.94145,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-05","May-1989","IDX","Index","0","units","2010_100","2010=100",34.096,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-06","Jun-1989","IDX","Index","0","units","2010_100","2010=100",34.2368,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-07","Jul-1989","IDX","Index","0","units","2010_100","2010=100",34.36828,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-08","Aug-1989","IDX","Index","0","units","2010_100","2010=100",34.50711,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-09","Sep-1989","IDX","Index","0","units","2010_100","2010=100",34.79476,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-10","Oct-1989","IDX","Index","0","units","2010_100","2010=100",35.11082,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-11","Nov-1989","IDX","Index","0","units","2010_100","2010=100",35.31572,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1989-12","Dec-1989","IDX","Index","0","units","2010_100","2010=100",35.48585,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-01","Jan-1990","IDX","Index","0","units","2010_100","2010=100",35.76744,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-02","Feb-1990","IDX","Index","0","units","2010_100","2010=100",36.01863,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-03","Mar-1990","IDX","Index","0","units","2010_100","2010=100",36.25619,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-04","Apr-1990","IDX","Index","0","units","2010_100","2010=100",36.59455,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-05","May-1990","IDX","Index","0","units","2010_100","2010=100",36.80076,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-06","Jun-1990","IDX","Index","0","units","2010_100","2010=100",36.92508,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-07","Jul-1990","IDX","Index","0","units","2010_100","2010=100",36.97208,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-08","Aug-1990","IDX","Index","0","units","2010_100","2010=100",37.24892,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-09","Sep-1990","IDX","Index","0","units","2010_100","2010=100",37.69639,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-10","Oct-1990","IDX","Index","0","units","2010_100","2010=100",38.11747,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-11","Nov-1990","IDX","Index","0","units","2010_100","2010=100",38.28034,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1990-12","Dec-1990","IDX","Index","0","units","2010_100","2010=100",38.35402,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-01","Jan-1991","IDX","Index","0","units","2010_100","2010=100",38.66971,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-02","Feb-1991","IDX","Index","0","units","2010_100","2010=100",38.96437,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-03","Mar-1991","IDX","Index","0","units","2010_100","2010=100",39.16679,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-04","Apr-1991","IDX","Index","0","units","2010_100","2010=100",39.64251,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-05","May-1991","IDX","Index","0","units","2010_100","2010=100",39.87548,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-06","Jun-1991","IDX","Index","0","units","2010_100","2010=100",40.12166,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-07","Jul-1991","IDX","Index","0","units","2010_100","2010=100",40.34865,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-08","Aug-1991","IDX","Index","0","units","2010_100","2010=100",40.53038,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-09","Sep-1991","IDX","Index","0","units","2010_100","2010=100",40.84995,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-10","Oct-1991","IDX","Index","0","units","2010_100","2010=100",41.3241,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-11","Nov-1991","IDX","Index","0","units","2010_100","2010=100",41.65479,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1991-12","Dec-1991","IDX","Index","0","units","2010_100","2010=100",41.8218,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-01","Jan-1992","IDX","Index","0","units","2010_100","2010=100",42.20367,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-02","Feb-1992","IDX","Index","0","units","2010_100","2010=100",42.53425,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-03","Mar-1992","IDX","Index","0","units","2010_100","2010=100",42.84161,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-04","Apr-1992","IDX","Index","0","units","2010_100","2010=100",43.11553,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-05","May-1992","IDX","Index","0","units","2010_100","2010=100",43.26784,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-06","Jun-1992","IDX","Index","0","units","2010_100","2010=100",43.35039,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-07","Jul-1992","IDX","Index","0","units","2010_100","2010=100",43.40791,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-08","Aug-1992","IDX","Index","0","units","2010_100","2010=100",43.58174,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-09","Sep-1992","IDX","Index","0","units","2010_100","2010=100",43.95015,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-10","Oct-1992","IDX","Index","0","units","2010_100","2010=100",44.27961,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-11","Nov-1992","IDX","Index","0","units","2010_100","2010=100",44.57139,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1992-12","Dec-1992","IDX","Index","0","units","2010_100","2010=100",44.71873,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-01","Jan-1993","IDX","Index","0","units","2010_100","2010=100",45.14871,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-02","Feb-1993","IDX","Index","0","units","2010_100","2010=100",45.45638,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-03","Mar-1993","IDX","Index","0","units","2010_100","2010=100",45.78037,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-04","Apr-1993","IDX","Index","0","units","2010_100","2010=100",46.08637,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-05","May-1993","IDX","Index","0","units","2010_100","2010=100",46.30947,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-06","Jun-1993","IDX","Index","0","units","2010_100","2010=100",46.44742,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-07","Jul-1993","IDX","Index","0","units","2010_100","2010=100",46.6835,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-08","Aug-1993","IDX","Index","0","units","2010_100","2010=100",46.85281,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-09","Sep-1993","IDX","Index","0","units","2010_100","2010=100",47.15403,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-10","Oct-1993","IDX","Index","0","units","2010_100","2010=100",47.47135,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-11","Nov-1993","IDX","Index","0","units","2010_100","2010=100",47.75732,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1993-12","Dec-1993","IDX","Index","0","units","2010_100","2010=100",47.97649,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-01","Jan-1994","IDX","Index","0","units","2010_100","2010=100",48.23766,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-02","Feb-1994","IDX","Index","0","units","2010_100","2010=100",48.63749,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-03","Mar-1994","IDX","Index","0","units","2010_100","2010=100",48.9403,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-04","Apr-1994","IDX","Index","0","units","2010_100","2010=100",49.86082,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-05","May-1994","IDX","Index","0","units","2010_100","2010=100",50.31409,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-06","Jun-1994","IDX","Index","0","units","2010_100","2010=100",50.44482,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-07","Jul-1994","IDX","Index","0","units","2010_100","2010=100",50.62366,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-08","Aug-1994","IDX","Index","0","units","2010_100","2010=100",50.88997,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-09","Sep-1994","IDX","Index","0","units","2010_100","2010=100",51.26252,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-10","Oct-1994","IDX","Index","0","units","2010_100","2010=100",51.66341,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-11","Nov-1994","IDX","Index","0","units","2010_100","2010=100",52.06175,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1994-12","Dec-1994","IDX","Index","0","units","2010_100","2010=100",52.5663,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-01","Jan-1995","IDX","Index","0","units","2010_100","2010=100",52.94288,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-02","Feb-1995","IDX","Index","0","units","2010_100","2010=100",53.36766,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-03","Mar-1995","IDX","Index","0","units","2010_100","2010=100",53.74921,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-04","Apr-1995","IDX","Index","0","units","2010_100","2010=100",54.1426,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-05","May-1995","IDX","Index","0","units","2010_100","2010=100",54.40392,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-06","Jun-1995","IDX","Index","0","units","2010_100","2010=100",54.61363,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-07","Jul-1995","IDX","Index","0","units","2010_100","2010=100",54.69025,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-08","Aug-1995","IDX","Index","0","units","2010_100","2010=100",54.9811,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-09","Sep-1995","IDX","Index","0","units","2010_100","2010=100",55.4864,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-10","Oct-1995","IDX","Index","0","units","2010_100","2010=100",55.79833,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-11","Nov-1995","IDX","Index","0","units","2010_100","2010=100",56.11024,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1995-12","Dec-1995","IDX","Index","0","units","2010_100","2010=100",56.4407,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-01","Jan-1996","IDX","Index","0","units","2010_100","2010=100",56.9,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-02","Feb-1996","IDX","Index","0","units","2010_100","2010=100",57.29425,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-03","Mar-1996","IDX","Index","0","units","2010_100","2010=100",57.72118,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-04","Apr-1996","IDX","Index","0","units","2010_100","2010=100",58.15813,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-05","May-1996","IDX","Index","0","units","2010_100","2010=100",58.47562,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-06","Jun-1996","IDX","Index","0","units","2010_100","2010=100",58.63451,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-07","Jul-1996","IDX","Index","0","units","2010_100","2010=100",58.67553,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-08","Aug-1996","IDX","Index","0","units","2010_100","2010=100",58.95601,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-09","Sep-1996","IDX","Index","0","units","2010_100","2010=100",59.37566,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-10","Oct-1996","IDX","Index","0","units","2010_100","2010=100",59.76537,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-11","Nov-1996","IDX","Index","0","units","2010_100","2010=100",60.06542,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1996-12","Dec-1996","IDX","Index","0","units","2010_100","2010=100",60.40068,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-01","Jan-1997","IDX","Index","0","units","2010_100","2010=100",60.8313,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-02","Feb-1997","IDX","Index","0","units","2010_100","2010=100",61.13599,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-03","Mar-1997","IDX","Index","0","units","2010_100","2010=100",61.46267,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-04","Apr-1997","IDX","Index","0","units","2010_100","2010=100",61.81647,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-05","May-1997","IDX","Index","0","units","2010_100","2010=100",62.14668,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-06","Jun-1997","IDX","Index","0","units","2010_100","2010=100",62.36023,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-07","Jul-1997","IDX","Index","0","units","2010_100","2010=100",62.73223,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-08","Aug-1997","IDX","Index","0","units","2010_100","2010=100",63.16729,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-09","Sep-1997","IDX","Index","0","units","2010_100","2010=100",63.67633,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-10","Oct-1997","IDX","Index","0","units","2010_100","2010=100",64.18566,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-11","Nov-1997","IDX","Index","0","units","2010_100","2010=100",64.68439,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1997-12","Dec-1997","IDX","Index","0","units","2010_100","2010=100",65.1106,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-01","Jan-1998","IDX","Index","0","units","2010_100","2010=100",65.42902,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-02","Feb-1998","IDX","Index","0","units","2010_100","2010=100",65.79771,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-03","Mar-1998","IDX","Index","0","units","2010_100","2010=100",66.11407,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-04","Apr-1998","IDX","Index","0","units","2010_100","2010=100",66.50809,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-05","May-1998","IDX","Index","0","units","2010_100","2010=100",66.79858,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-06","Jun-1998","IDX","Index","0","units","2010_100","2010=100",66.93773,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-07","Jul-1998","IDX","Index","0","units","2010_100","2010=100",67.07142,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-08","Aug-1998","IDX","Index","0","units","2010_100","2010=100",67.27658,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-09","Sep-1998","IDX","Index","0","units","2010_100","2010=100",67.72239,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-10","Oct-1998","IDX","Index","0","units","2010_100","2010=100",68.09774,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-11","Nov-1998","IDX","Index","0","units","2010_100","2010=100",68.36843,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1998-12","Dec-1998","IDX","Index","0","units","2010_100","2010=100",68.64865,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-01","Jan-1999","IDX","Index","0","units","2010_100","2010=100",68.82036,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-02","Feb-1999","IDX","Index","0","units","2010_100","2010=100",69.0796,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-03","Mar-1999","IDX","Index","0","units","2010_100","2010=100",69.48785,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-04","Apr-1999","IDX","Index","0","units","2010_100","2010=100",69.95116,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-05","May-1999","IDX","Index","0","units","2010_100","2010=100",70.16812,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-06","Jun-1999","IDX","Index","0","units","2010_100","2010=100",70.33234,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-07","Jul-1999","IDX","Index","0","units","2010_100","2010=100",70.53503,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-08","Aug-1999","IDX","Index","0","units","2010_100","2010=100",70.84841,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-09","Sep-1999","IDX","Index","0","units","2010_100","2010=100",71.32635,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-10","Oct-1999","IDX","Index","0","units","2010_100","2010=100",71.74966,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-11","Nov-1999","IDX","Index","0","units","2010_100","2010=100",72.11376,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","1999-12","Dec-1999","IDX","Index","0","units","2010_100","2010=100",72.70615,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-01","Jan-2000","IDX","Index","0","units","2010_100","2010=100",72.90611,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-02","Feb-2000","IDX","Index","0","units","2010_100","2010=100",73.26047,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-03","Mar-2000","IDX","Index","0","units","2010_100","2010=100",73.62228,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-04","Apr-2000","IDX","Index","0","units","2010_100","2010=100",73.84361,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-05","May-2000","IDX","Index","0","units","2010_100","2010=100",74.08675,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-06","Jun-2000","IDX","Index","0","units","2010_100","2010=100",74.32337,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-07","Jul-2000","IDX","Index","0","units","2010_100","2010=100",74.46762,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-08","Aug-2000","IDX","Index","0","units","2010_100","2010=100",74.59817,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-09","Sep-2000","IDX","Index","0","units","2010_100","2010=100",75.11262,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-10","Oct-2000","IDX","Index","0","units","2010_100","2010=100",75.32954,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-11","Nov-2000","IDX","Index","0","units","2010_100","2010=100",75.68749,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2000-12","Dec-2000","IDX","Index","0","units","2010_100","2010=100",75.95439,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-01","Jan-2001","IDX","Index","0","units","2010_100","2010=100",75.97456,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-02","Feb-2001","IDX","Index","0","units","2010_100","2010=100",76.33227,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-03","Mar-2001","IDX","Index","0","units","2010_100","2010=100",76.8291,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-04","Apr-2001","IDX","Index","0","units","2010_100","2010=100",77.70331,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-05","May-2001","IDX","Index","0","units","2010_100","2010=100",78.34151,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-06","Jun-2001","IDX","Index","0","units","2010_100","2010=100",78.61201,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-07","Jul-2001","IDX","Index","0","units","2010_100","2010=100",78.62891,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-08","Aug-2001","IDX","Index","0","units","2010_100","2010=100",78.80781,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-09","Sep-2001","IDX","Index","0","units","2010_100","2010=100",79.3183,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-10","Oct-2001","IDX","Index","0","units","2010_100","2010=100",79.70222,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2001-11","Nov-2001","IDX","Index","0","units","2010_100","2010=100",79.91703,,
