date;GDP;Cons;Inv;Lab;Hours;Infl;Wage;FFR;CB_Bonds;CB_Loans;CBL;CB_Bonds_10Y;BAASpread;GZSpread;ACMTP10;R10obs
1-jan-11;-0.430942656;0.617801714;-1.421845289;-6.793691844;-0.003194121;0.535956675;1.264036255;0.039166667;2.25856313;7.222778259;0.162668021;5.405660721;0.6575;0.505891667;0.533258662;0.8675
1-apr-11;0.527207718;0.55317912;1.748348571;-6.506646466;0.003915904;0.654698683;-1.316905238;0.023333333;4.106966541;6.75260965;0.098202805;6.346721765;0.66;0.51295;0.566855722;0.795
1-jul-11;-0.206515081;0.070351598;0.159000811;-6.434543227;-0.000100216;0.642323114;0.082187784;0.020833333;5.05943428;6.438966018;0.077318994;6.445033784;0.759166667;0.673158333;0.165620004;0.48
01-Oct-2011;0.778399034;-0.166625078;5.249215167;-6.028180788;0.002192445;0.152086658;-1.502847327;0.018333333;5.081067384;6.049768794;0.179805135;7.020560303;0.801666667;0.718233333;0.152442433;0.4725
1-jan-12;0.401614981;0.388897204;1.438650608;-5.411230316;0.00166864;0.623161953;1.707092216;0.025833333;4.863722291;5.890841413;0.626964239;7.373394779;0.790833333;0.636416667;0.253611966;0.5575
1-apr-12;0.047100866;-0.297900886;0.951036461;-5.75176469;-0.002308858;0.3949099;0.135525775;0.038333333;4.809961398;5.863469207;0.213757695;8.299768881;0.8175;0.668825;0.04584422;0.4175
1-jul-12;-0.24967545;-0.477907924;-0.490536158;-5.871755174;-0.000100071;0.512159889;-0.43072625;0.035833333;4.648427322;5.781400443;0.17625853;8.813352352;0.8075;0.623366667;0.067125679;0.4125
01-Oct-2012;-0.131424184;0.148009598;-0.331719775;-5.542077917;0.000540265;0.509550171;2.111856608;0.04;4.606523343;5.878044872;0.08093472;9.274483196;0.716666667;0.564241667;0.103075509;0.445
1-jan-13;0.636460299;0.079346055;2.595429999;-5.618295672;0.000100017;0.398264807;-1.842799557;0.035833333;4.936440233;6.488168598;0.04671579;9.484241343;0.715;0.530108333;0.14298585;0.4675
1-apr-13;-0.121542495;-0.336523708;0.321561396;-5.603054572;-0.001331045;0.288295604;0.434115035;0.029166667;5.716329117;7.313855382;0.035165718;10.27772332;0.71;0.516583333;0.292951296;0.63
1-jul-13;0.536132456;0.14698811;1.972628361;-5.799113688;1.00145E-05;0.478980404;-0.737656562;0.020833333;6.383088834;7.954713859;0.007526695;10.81326636;0.673333333;0.509658333;0.366558171;0.66
01-Oct-2013;0.566101712;0.541992688;0.068282455;-5.978830255;-0.000410676;0.586007009;0.137980728;0.021666667;7.027768893;8.662673516;0.002835905;11.43993635;0.6525;0.475433333;0.462375688;0.76
1-jan-14;-0.51290816;0.23444101;-0.694980258;-5.783510376;0.000741097;0.408851212;1.50424554;0.018333333;7.712487281;9.357628376;0.002731616;11.85824478;0.588333333;0.438383333;0.291235679;0.6825
1-apr-14;1.114614905;0.617916628;3.206266566;-5.103905393;0.001620487;0.55703974;-1.002874536;0.023333333;8.038236129;9.669868108;0.002443213;11.84197084;0.549166667;0.4037;0.222479914;0.6325
1-jul-14;0.983806071;0.685088672;1.504001892;-4.885314467;0.000969036;0.428980409;0.242871439;0.0225;8.193667845;9.720685044;0.002064836;11.70940167;0.560833333;0.42445;0.154672798;0.63
01-Oct-2014;0.278162935;0.63060342;0.605012591;-4.350098976;0.002134558;0.159554052;0.886905452;0.025;8.280071537;9.874475252;0.001609452;11.3249858;0.615;0.50705;0.025420405;0.5425
1-jan-15;0.659828478;0.17842487;2.481439302;-4.212656193;-0.001356014;-0.088396097;1.390875396;0.0275;8.166438765;9.882830551;0.00087252;10.86128236;0.633333333;0.521;0.003899408;0.485
1-apr-15;0.386966706;0.371985256;-0.242785128;-4.485137473;-0.00226745;0.541637833;0.261203981;0.030833333;8.000681436;9.698995554;0.000964516;10.49958524;0.666666667;0.520875;0.131978657;0.5875
1-jul-15;0.072941637;0.530043962;-0.281207671;-4.421266728;-0.001010521;0.315002981;0.087258771;0.034166667;7.916780362;9.675441805;0.003086459;10.07770845;0.755833333;0.616983333;0.062172117;0.515
01-Oct-2015;-0.106396148;0.233772347;-1.280167703;-4.142600162;2.00202E-05;0.010483029;-0.068910227;0.04;7.894231303;9.697151994;0.002367276;9.821096619;0.8075;0.631691667;0.038890062;0.5675
1-jan-16;0.294548991;0.632633977;-0.812928152;-3.855501776;-0.000530671;-0.068636145;0.089043173;0.09;7.825705616;9.658212541;0.001090324;9.591689426;0.846666667;0.73555;-0.033187474;0.445
1-apr-16;0.038509193;0.336405629;-0.944272216;-4.089345905;-0.001503428;0.690880219;-0.406543103;0.093333333;7.695084246;9.521769762;0.002219513;9.418313165;0.728333333;0.601025;-0.117493401;0.3725
1-jul-16;0.267093256;0.373182583;0.049551057;-3.974770428;0.000421188;0.338467389;0.091593169;0.099166667;7.586994164;9.408000036;0.004925255;9.197529254;0.673333333;0.53105;-0.119265641;0.4
01-Oct-2016;0.463126385;0.473678651;1.612139191;-3.996591726;-0.003102895;0.488657825;0.555690252;0.1125;7.444141047;9.263574921;0.012827397;9.113320422;0.6275;0.444608333;0.057250703;0.6125
1-jan-17;0.407277313;0.702004211;-0.279046266;-3.870897455;-7.04038E-05;0.506842507;0.456334146;0.175;7.306412241;9.211658655;0.006021513;8.914390094;0.554166667;0.401508333;0.009206974;0.6
1-apr-17;0.278989242;0.199008647;0.7815984;-3.274021044;0.003203377;0.307907871;0.282446615;0.2375;7.218463448;9.209765223;0.00256738;8.774857538;0.558333333;0.392741667;-0.033559426;0.5775
1-jul-17;0.588533256;0.297557415;1.147674393;-3.096070831;-0.001243981;0.49439723;0.784093861;0.288333333;7.066780579;9.072469062;0.002468388;8.541955443;0.5225;0.38175;-0.043465088;0.5825
01-Oct-2017;0.687408951;0.605445164;1.274830065;-3.033416553;0.001103609;0.670765207;0.665040156;0.300833333;6.834339656;8.915761123;0.006678022;8.262127881;0.475;0.353491667;-0.107460648;0.6
1-jan-18;0.665632413;0.381351912;1.530313286;-2.692777466;1.00272E-05;0.586684264;-0.034887786;0.361666667;6.528893767;8.739217673;0.009897442;8.170054512;0.4275;0.344116667;-0.091141129;0.685
1-apr-18;0.402219091;0.201875763;-0.192949727;-2.248098997;0.001683148;0.85592534;-0.537394304;0.434166667;6.1461566;8.496915777;0.002579117;8.025727871;0.464166667;0.379408333;-0.083638492;0.7125
1-jul-18;0.255575426;0.454140308;1.231784811;-2.425117721;-0.000570751;0.39675762;0.837363446;0.480833333;5.75164974;8.235586635;0;7.847571411;0.471666667;0.365883333;-0.075739247;0.7625
01-Oct-2018;0.187354083;0.181154919;0.475136935;-2.270935789;-0.002456942;0.47440045;-0.035421181;0.555;5.336587605;7.971503637;0;7.544290244;0.526666667;0.450258333;-0.128543546;0.6725
1-jan-19;0.586348545;0.266917059;0.566996674;-2.34355794;-0.001185501;0.255207629;1.830318294;0.600833333;4.912757507;7.672897787;0;7.307494292;0.579166667;0.42525;-0.171739093;0.6025
1-apr-19;0.237664107;0.619096143;-0.614789909;-2.577030559;-0.002758206;0.641426393;-0.297335374;0.599166667;4.469990054;7.364207059;0;7.103650902;0.565833333;0.418191667;-0.197986615;0.5
1-jul-19;0.507990707;0.532779796;0.225169967;-2.298196841;-0.000544487;0.347173116;-0.388767686;0.5475;4.218759868;7.000644319;0;7.184664113;0.555833333;0.423458333;-0.27819679;0.42
01-Oct-2019;0.484070969;0.383737236;-0.961211244;-1.905417839;0.001300226;0.371650367;0.443767451;0.410833333;4.659545836;6.642178333;0;7.393069717;0.53;0.393741667;-0.1850643;0.48
